image,black,blue,brown,green,red,white,dress,shirt,pants,shorts,shoes,color
./clothes_dataset\white_dress\35056d15ed9c295115b59d603271625651f6c27c.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\black_pants\fc737a38694fae316bc16e93a585bb11870c6be6.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\white_pants\5841dab2031316c0394668f4b1e43368e57f5560.jpg,0,0,0,0,0,1,0,0,1,0,0,5
./clothes_dataset\red_pants\eb4bbf3e5717fbce7d1da19a158b4ec806061057.jpg,0,0,0,0,1,0,0,0,1,0,0,4
./clothes_dataset\blue_shoes\a3fbe9860cff9363e409d5cbf36eb6daf20bbd5e.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\black_shorts\7a6f3797fa31ceb1da8f9b691cbf10f5b36f461e.jpg,1,0,0,0,0,0,0,0,0,1,0,0
./clothes_dataset\red_dress\db904653bb24fc73aeea4d8bd6f654e7a2cb1f87.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\blue_shirt\7aa0a534637d78e8e7b56788ae5d2e47b77f9f76.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\green_shirt\5a1247b420f67634602f86d586c6ec7c4fa47da5.jpg,0,0,0,1,0,0,0,1,0,0,0,3
./clothes_dataset\black_shorts\ab844684710818ab0826a2d20133269d89c3ef53.jpg,1,0,0,0,0,0,0,0,0,1,0,0
./clothes_dataset\blue_shirt\2f80fa1100bd879815291134e77f0d8fb85682bf.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\black_shoes\b9f14bb05e2ac1ede6ab05f916bf43599fa60e7a.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\blue_shirt\29fd51420f07ba70fa2c719ec3f327a29b9188a0.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\blue_dress\11b2c1804145685489775a7863f4a88b692bd694.jpg,0,1,0,0,0,0,1,0,0,0,0,1
./clothes_dataset\white_shoes\310cbbfc43ce231ac936a7a2b81897f932175250.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\red_shoes\1eae411ad59c5da9c83f39a12fd3d8f2ef995dc5.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\green_shoes\afca5f93b083726f9c7d6aec54037130598373fa.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\red_pants\1ece6124b68da7df0343fdedf0eb217632a5d769.jpg,0,0,0,0,1,0,0,0,1,0,0,4
./clothes_dataset\blue_pants\84a3870dbd79e4d76a3ca05361d173f1ccf09477.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\black_pants\18e0e53709dbd9668514b38397f0306097988928.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\red_dress\175153ba7c1ee652b635c7bf103848669bc8627a.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\red_shoes\f1914eb8538463c7dc1dc43d8421cf11ecacc1c5.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\blue_dress\d17f5df2d9b5f6bdf0efbc27499369b4e2417027.jpg,0,1,0,0,0,0,1,0,0,0,0,1
./clothes_dataset\blue_dress\514ca77ae5d3fb5b68d9d7417e46c853646a8155.jpg,0,1,0,0,0,0,1,0,0,0,0,1
./clothes_dataset\black_pants\58955e2459b69f76922e9c44788963fe6a28d761.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\brown_shoes\77731148cef143edb07c1f46b2358a47eee96bd8.jpg,0,0,1,0,0,0,0,0,0,0,1,2
./clothes_dataset\blue_dress\f5df294a65d3078263050f05b42442280ebc1a17.jpg,0,1,0,0,0,0,1,0,0,0,0,1
./clothes_dataset\black_shoes\7f21fcb38ce4fe9c74825d0fa58db8b86d8b3a62.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\brown_pants\092ca4a089b544da7dae077471b38eee173fe529.jpg,0,0,1,0,0,0,0,0,1,0,0,2
./clothes_dataset\black_dress\e35011b142e0b14cef83d7243f8a2a2281568fa5.jpg,1,0,0,0,0,0,1,0,0,0,0,0
./clothes_dataset\brown_shoes\c268dc6f92a712a254668177b15de4e1e564e68e.jpg,0,0,1,0,0,0,0,0,0,0,1,2
./clothes_dataset\blue_shirt\705bed94af14036dba5c1df97386f369c5331f34.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\red_shoes\2539f590b4a90b04bc6a7173b378506ce24697d2.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\white_pants\98de034be9e9a60e7b88068f3f2657cfe19e96a2.jpg,0,0,0,0,0,1,0,0,1,0,0,5
./clothes_dataset\black_dress\f1df96e49900bbb8ecbd5d76a803038ed6bfad25.jpg,1,0,0,0,0,0,1,0,0,0,0,0
./clothes_dataset\black_shirt\2d9c4f99609d0381f337e48eb561651f78563d1b.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\green_shirt\19ed1dd7b4cf01b301b2f6e970eb90edfdbb7951.jpg,0,0,0,1,0,0,0,1,0,0,0,3
./clothes_dataset\white_dress\d5cb4abe1df19a1d49d998efa312f177d3d34699.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\white_dress\05e59ed80eac71d106a302a94393ad509499049e.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\blue_dress\3981d10d16ec5ebc5dc61aef886454fd34d3e9db.jpg,0,1,0,0,0,0,1,0,0,0,0,1
./clothes_dataset\blue_shorts\f6e61f9465a5affd1237414e2fa7f290fe7b8536.jpg,0,1,0,0,0,0,0,0,0,1,0,1
./clothes_dataset\blue_shirt\481b9cee9570e3f02a03e2aebc755237201a5711.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\white_pants\4c2fffdb0134af0571bcf5a7034babbd9e0ec575.jpg,0,0,0,0,0,1,0,0,1,0,0,5
./clothes_dataset\green_shoes\ba78149b6a0ae691426024ff579803859a8d4809.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\brown_shoes\4656fc8f0cc145e20f0b01864e37ed3a9de5e40f.jpg,0,0,1,0,0,0,0,0,0,0,1,2
./clothes_dataset\white_shoes\2dc21806c57062bc3e23542961cf42ce7bfee192.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\brown_shoes\9c6b238be1f5a2ae2abd90e13fad025aeade5495.jpg,0,0,1,0,0,0,0,0,0,0,1,2
./clothes_dataset\red_dress\b113d66ef01249dcadb6ab63ed57f3b9c3040147.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\black_pants\6acb562fe60be0be20ac9e0f2fec017d46966ba3.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\brown_shoes\f5adf7b19a35c52a793850ee4fafe92267735033.jpg,0,0,1,0,0,0,0,0,0,0,1,2
./clothes_dataset\black_pants\1674bcbe31c43e82a7c7c83a172d4c04de9c0e70.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\brown_pants\824863ca72585b9d5be88d07b3287b527c8f20ef.jpg,0,0,1,0,0,0,0,0,1,0,0,2
./clothes_dataset\black_pants\893b72b05264544d1e754a6a99ea0bd6c7162cdd.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\black_pants\d38a88670007d84c0e8c4ef54f2ae2dd944d315e.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\green_shirt\b55b84b4661d0b70cc960084a6fe985af47a1e91.jpg,0,0,0,1,0,0,0,1,0,0,0,3
./clothes_dataset\red_pants\45b89189a6cfd6c0cccbd8a736939c7a4e029dbb.jpg,0,0,0,0,1,0,0,0,1,0,0,4
./clothes_dataset\blue_shirt\634d54df5c0a0dfb24d0d855f8f122d3f5020415.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\black_pants\1ae40425092075e53d45c75d7ecb17e49ad9209a.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\blue_pants\ddb5a6c43cf6fc9434d7769b962104f4faa8310e.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\red_shoes\685eb653d720e352c6177f70e460284055729a37.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\blue_shirt\3096a9dff274b354553a16d998e2c3d19084ad44.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\blue_dress\eea3d7c9c500ac90d81b5610f0e383015ea8c09b.jpg,0,1,0,0,0,0,1,0,0,0,0,1
./clothes_dataset\brown_shoes\a08c54c2b6f7850c31f0e971d6d54e670b1cf360.jpg,0,0,1,0,0,0,0,0,0,0,1,2
./clothes_dataset\red_shoes\4ded49dd338d94057026d0c7a2ead1be7eed62dd.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\black_pants\e1bbe009ad49e967d2e45492ba9d368c0f29ccd4.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\white_shoes\fe5229fbb118339759b8adf1ae4b3785465342e5.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\blue_shirt\bf757a39a26afa9ab05b96be33928ddf5777d96d.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\blue_pants\a0a1c58c2c50549745bb241b0023a1c2bcef484f.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\blue_shirt\c3dd88b52d1f671b9b52b575b1418d6c9055f20d.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\blue_shirt\cfe732e867934c67a06645ee56acb1d1bfd6e2f4.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\red_pants\0b6cc71cb51056da4203546e8db1446419fdfa69.jpg,0,0,0,0,1,0,0,0,1,0,0,4
./clothes_dataset\blue_shorts\b7f856864c8f02788f6e8287066b02ce76306f7e.jpg,0,1,0,0,0,0,0,0,0,1,0,1
./clothes_dataset\red_shoes\fc5ff30adb576c83f627d7e039f894186473afe2.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\white_shoes\e75ee134666408fd4b935b5572bdc84b5ab9b990.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\blue_shirt\468b74bd7fe74826bbfab90148bd4116534f42d3.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\blue_shoes\c58f5520b37a3a52815ae33dbd391d96610ab5ae.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\white_dress\86d86b21f74e4aafb6ba9e1e4bf036b8368e9bcb.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\brown_shoes\1485873dbcf6e143a846e241b4fe6ca597542f6b.jpg,0,0,1,0,0,0,0,0,0,0,1,2
./clothes_dataset\blue_pants\a29c84a68a91d6ba6f63aee1886244250140947c.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\white_shoes\07dc25ff60c2a4281c7c1e9f10686b404df8cac5.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\blue_pants\a88a5e4d1a7ca4c26b1fa10bdf96827fdbd3d9be.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\white_dress\671500e14a0dbd2643a7f8622d371a045b1c436e.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\blue_pants\d0c6bbc7b76ed4c4a6886399535ee06e51c6754a.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\blue_shirt\4a2bf610c21a6a9ad55a2040358d24fbbcbb47e8.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\red_shoes\a1628d1d47b178b3a53c8e8ce14bb8132bdd1437.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\green_pants\536177f04a1e62149d13ccd3cfb7beeed79c0eeb.jpg,0,0,0,1,0,0,0,0,1,0,0,3
./clothes_dataset\red_shoes\125292d70099b660ca6e44367c3be26c1a08d713.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\green_pants\345050e04b7f11a69047f0962271648a97bd423c.jpg,0,0,0,1,0,0,0,0,1,0,0,3
./clothes_dataset\blue_shorts\a07409536fec539cbc58f01148036bc76a3e10d6.jpg,0,1,0,0,0,0,0,0,0,1,0,1
./clothes_dataset\red_dress\2ad857470fbf511e0ab1b337f0affbb916afb1c1.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\black_shoes\6d9a3644635f37ad699a64ec57405d2ccae4cd97.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\green_shirt\e45d9991211fa46ab50bf5f800c33c458891764e.jpg,0,0,0,1,0,0,0,1,0,0,0,3
./clothes_dataset\brown_pants\9d09a3a5b07dee0048054fcf3a841e87155a21e5.jpg,0,0,1,0,0,0,0,0,1,0,0,2
./clothes_dataset\blue_shoes\962c480f32401630319b704bad4a5757cc6b9413.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\white_shorts\03dc17892eef83c234d2dc7a0665c214e4711612.jpg,0,0,0,0,0,1,0,0,0,1,0,5
./clothes_dataset\brown_shoes\e9e04aa98a52c2b1e73ff11445102347a6a47718.jpg,0,0,1,0,0,0,0,0,0,0,1,2
./clothes_dataset\black_shorts\968140ccbc6436999bb8335d95aac03c204aedfd.jpg,1,0,0,0,0,0,0,0,0,1,0,0
./clothes_dataset\black_shoes\014a2bbf2cd0b437fce709a40659c460474d733b.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\white_dress\0b2aad1d0ff2b5a050b500613e3eaeec8d2e17a9.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\blue_shirt\a3874d178d91dacf3e5ae8ac2da3a7cc7f0242e0.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\white_dress\870f027e67ae285293ff691f8f00f7ecd3917c8e.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\blue_shoes\74a10ef711256e695dde7c1ae33417a64d130f3e.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\brown_shoes\7f10140f647e81c2c8a3365fcadb7697f97e9ef2.jpg,0,0,1,0,0,0,0,0,0,0,1,2
./clothes_dataset\black_shoes\1814d07b145e7f9d989b78e5fca7a0a392f2ec9c.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\red_dress\a10b1b7fe08b61239fb8966ebe357ec3ecd34daa.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\green_shirt\cc6fc496589c926a0376cc7225320bde3ab02124.jpg,0,0,0,1,0,0,0,1,0,0,0,3
./clothes_dataset\green_shoes\3286793fa1f3d1ad2d68a9171ddb73c4041a8624.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\blue_pants\aa93103ecc6291e3c38db3501befee40747c9bcc.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\black_shorts\dbb424b77cabc0328f8ac2a282fde15ada66c91a.jpg,1,0,0,0,0,0,0,0,0,1,0,0
./clothes_dataset\black_shorts\2a7341e0b06d84a83c1f5b5d837c521a35d1f076.jpg,1,0,0,0,0,0,0,0,0,1,0,0
./clothes_dataset\white_dress\83ef0619ecee4d0b44bba69ce837073ec6a4afcd.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\blue_shirt\d0d9a6486e969705e623cbcf4f34236df9a66096.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\white_pants\a5a0212b112bffe3129769299aa2aa07893e9b59.jpg,0,0,0,0,0,1,0,0,1,0,0,5
./clothes_dataset\white_pants\f905f7ad133f0f3635c9303c92b798a6320dbccf.jpg,0,0,0,0,0,1,0,0,1,0,0,5
./clothes_dataset\black_shorts\5e1957fe2d6557b8f627d110493818dc18fcd5ed.jpg,1,0,0,0,0,0,0,0,0,1,0,0
./clothes_dataset\white_dress\d3b09d2e01079bc122b96ae2db8abe871164e1ec.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\white_dress\aafc3ab8d0aba29f23232c41167f353973e51410.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\blue_shirt\9030e640907acbe66ace83eee5b5dad77b8430b5.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\brown_shorts\38b88b3f22bca03f448bb7fde83848fd72757e4b.jpg,0,0,1,0,0,0,0,0,0,1,0,2
./clothes_dataset\white_pants\48475d21aa1a14030b978b835077f3847c23018b.jpg,0,0,0,0,0,1,0,0,1,0,0,5
./clothes_dataset\black_shirt\d8bde5598a82a14ca940048ef7e511531610e8b8.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\red_dress\0e4861b9eace365d14cf3714d2c8ae551a39ad10.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\white_shoes\5f5398c972d7f38bd2c2f751a2964308a934df76.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\white_shoes\d0b500e175bdc0705c5a8746d4a1473f8fe957e7.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\blue_shirt\d3dc49d4d87a88be449dede9db7da4e5819118eb.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\black_pants\9444af8f347ab9d4d18765cbd915696d41cf7098.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\brown_shoes\1f88fc9a3ee83469505b08c9053557e883fc24bb.jpg,0,0,1,0,0,0,0,0,0,0,1,2
./clothes_dataset\blue_dress\900afcd350a16c2f1dae744b7de35d4cf715beb4.jpg,0,1,0,0,0,0,1,0,0,0,0,1
./clothes_dataset\red_dress\92f4dfcc67948c8c682b91ef82f4567bb3d9138e.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\red_dress\0ba342960c114c6a3257e2881a4602b60d197c62.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\red_dress\c9529e62fb8951b8a722d56c8910f1d3e2c3b6e6.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\red_pants\944a9b6fafe454ff2705cd897f69575b7f42cce3.jpg,0,0,0,0,1,0,0,0,1,0,0,4
./clothes_dataset\black_pants\6b04248d7a6bea3a4f3c5c5ce721db55eed2c5c0.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\black_shorts\f48344b935a08fe197c60728b3e521a1954ce46e.jpg,1,0,0,0,0,0,0,0,0,1,0,0
./clothes_dataset\brown_shoes\21a7063078c02018fa74052641d2f66c96f2de6d.jpg,0,0,1,0,0,0,0,0,0,0,1,2
./clothes_dataset\black_shoes\9a26e9727ed99c2d583d6468190004a09bb60949.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\black_shorts\e07604bdb1aa9937860654bd30c4c354e329e2d3.jpg,1,0,0,0,0,0,0,0,0,1,0,0
./clothes_dataset\blue_shoes\85f6095d3964279c118eceb42f789a575582b724.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\green_shoes\d00cc47d05c6cde7b0ee0750a2568f262ebb92b2.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\green_shirt\2447299599dd64c275bdeebbb9b1daac58b3951c.jpg,0,0,0,1,0,0,0,1,0,0,0,3
./clothes_dataset\blue_shoes\98d31d39452c24ed172aaf5c80063ac490f662f9.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\blue_shirt\cd7cf8a9fb713a24e2c0260b6a56494d1e144919.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\blue_shoes\5603a3d9e23982a7f0a44474ce591eb1ed7f3246.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\black_shoes\2ccd800e3834e2d96a09febb04e5b49f15dd4dbe.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\white_dress\1bac841d715711a06cf10ce618951c60c5b50ba7.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\black_shoes\36228dfe0e5c8ea4b4c9f0df02904a45222cc703.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\black_pants\64d1e02dae6ee1e5e8da8bcd76e3ab28134886dd.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\red_dress\14a640477291ae5791843f2ce4509562bfffb894.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\blue_pants\fe0b1a8aa11bc59e4c89fcd5ed96c1c14665ee7f.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\blue_shirt\876c8a6f911e3c3c1af067a6a25ee8573d4e5c3a.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\black_shoes\de9dc364cd29d428199792b1a80778e1123d7ead.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\brown_pants\b16b1b1981c3cd8e459ab8d05dd114bd98ef1cf7.jpg,0,0,1,0,0,0,0,0,1,0,0,2
./clothes_dataset\white_dress\f6817c4bec90a371eca7f0bec4cb357a281853e4.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\blue_shoes\3b999cce91d131bb1d773152398ff731635240a2.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\blue_dress\ce706e5960f897eed07c81127d8f655b50c8235f.jpg,0,1,0,0,0,0,1,0,0,0,0,1
./clothes_dataset\white_shoes\35c2522f51f29a4a396c623391da5ee30b8c4a28.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\white_shoes\45ee56656da901096ccff18c869cad090fa2cc44.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\red_pants\61327e765d7caacafda83b038cbec52602b36393.jpg,0,0,0,0,1,0,0,0,1,0,0,4
./clothes_dataset\brown_shoes\ef93905f526e4cb72e65dfa46f143bf2dbdfe87a.jpg,0,0,1,0,0,0,0,0,0,0,1,2
./clothes_dataset\blue_shoes\26f33e63bbbc745df1b12f5ae34ae80c29456670.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\white_pants\ad515a9b36c894a2f72eaa21ab77a945c3be97ab.jpg,0,0,0,0,0,1,0,0,1,0,0,5
./clothes_dataset\blue_shoes\81fad02e35a1fa4fa2cf1c326e1bc33949995940.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\blue_shorts\831f7dc47ca5d234046fb63a7e49352511d9f339.jpg,0,1,0,0,0,0,0,0,0,1,0,1
./clothes_dataset\black_pants\513969ddd716851af7734e6460848102250d45a9.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\black_pants\7ea13e9dc496971259285d448d99eb10239a7d22.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\white_shorts\bef3a59f127aeed97afa1b445891c49c5b799333.jpg,0,0,0,0,0,1,0,0,0,1,0,5
./clothes_dataset\white_dress\3fa4e049f5bda1e9f8b9048851d942976ac2bed9.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\red_pants\9c4d505b00265921d73e5216374e3126f876f089.jpg,0,0,0,0,1,0,0,0,1,0,0,4
./clothes_dataset\red_shoes\2651ee648f5980af56cc244f642bcb3dd231f65d.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\blue_shirt\2a3ed618fd7e24cf1d0155b4c76d3db3a2d21793.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\blue_pants\3eb9c6bb37d7eac260653e0e5959d2411432d62b.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\red_shoes\972a9b1c4c7390964471cddd979a40fb24dada33.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\black_pants\bf4ca66b9b6e44097790e52f1dfb416049e29341.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\green_shoes\92b4adc006cb6592a46c0b69c0059f1a3c5534cd.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\white_pants\c966c2def0ff641b70fe40374553a8f41196f773.jpg,0,0,0,0,0,1,0,0,1,0,0,5
./clothes_dataset\black_shorts\0b2a6f980bcf8a3e89698ab76dfec36f4ab59a71.jpg,1,0,0,0,0,0,0,0,0,1,0,0
./clothes_dataset\white_shoes\1d872f76bef43c4703b6f72478e29fdc11bb7da5.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\black_shorts\22a53ad2b4be38b45292f04b4ba0898145ef0d72.jpg,1,0,0,0,0,0,0,0,0,1,0,0
./clothes_dataset\black_dress\31040b726b9c2fb2866960c0b2e1d938aecad935.jpg,1,0,0,0,0,0,1,0,0,0,0,0
./clothes_dataset\black_pants\6cbdcee3572cc17eeb3ce5ce81a207f36d9e3dec.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\white_dress\a06417895ce9a3792df152a4cbf9f8ad95b1f597.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\blue_pants\12e03486478783b535276c1cc42797f679cf3686.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\blue_shoes\6d800f862ed5cba177e81713ea01d48b95411343.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\black_dress\29903c3ac595382ae2f0610af580feca1c5bb4b3.jpg,1,0,0,0,0,0,1,0,0,0,0,0
./clothes_dataset\black_shirt\b34519fe076dd02047e8af028d9b1e249fc3338e.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\red_dress\b83fde602971f117d36332b90f350d2075de4e11.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\green_shoes\bea2270fb46865fda52cbff1911ff7dd14ae5d4f.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\brown_shoes\dd3f2560f6cf1713cb2a4c0c8286d620d85a1f16.jpg,0,0,1,0,0,0,0,0,0,0,1,2
./clothes_dataset\green_shirt\52a4fec8e4a8dabb48558590499ad31696c2b43e.jpg,0,0,0,1,0,0,0,1,0,0,0,3
./clothes_dataset\red_dress\5b0b80784027a2283ad6002969d49667d31dd1ae.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\green_shirt\ec08edd7bd4b4f5164cd2d72888f4feb45b67a68.jpg,0,0,0,1,0,0,0,1,0,0,0,3
./clothes_dataset\black_shoes\1cec130c73d4cd26146137b7cc3c626f6878cbb1.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\blue_shoes\6d20c502d1f2a8d3f56c5dbf26b861a57f4d0a70.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\blue_dress\51bfe8990764db118e44a25c113d6dd71b240165.jpg,0,1,0,0,0,0,1,0,0,0,0,1
./clothes_dataset\blue_shoes\f9e474fa9e96712b0b16dfbe45a8e551eacd9f24.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\red_dress\8eeffccd2a7621393a641c1dd6a4bf698b705e3d.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\blue_shoes\35d45cb25b89e0392ea61c684d47a51b4ffb39bf.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\red_dress\b193d627a92a9e89e11c36721a62df5e3bc2e32b.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\black_dress\d776fac9856c96a247e470b961b9015d1d2f0639.jpg,1,0,0,0,0,0,1,0,0,0,0,0
